cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name,unique_pub_count,drug,agegroup,freq,rule
C0008196,IN,chlorhexidine,A01AB03,chlorhexidine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB03,chlorhexidine,773,Chlorhexidine Gluconate,3-10,3355.125,exact_base
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Betamethasone Dipropionate/Clotrimazole,0-2,3823.3333333333335,ingredient:clotrimazole
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Clotrimazole,0-2,8223.0,exact_full
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Clotrimazole;Clotrimazole,0-2,0.3333333333333333,fuzzy_base:100.0
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Betamethasone Dipropionate/Clotrimazole,11-17,13469.333333333334,ingredient:clotrimazole
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Clotrimazole,11-17,8068.333333333333,exact_full
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Clotrimazole;Clotrimazole,11-17,3.0,fuzzy_base:100.0
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Betamethasone Dipropionate/Clotrimazole,3-10,7435.0,ingredient:clotrimazole
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Clotrimazole,3-10,9360.666666666666,exact_full
C0009074,IN,clotrimazole,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB18,clotrimazole,147,Clotrimazole;Clotrimazole,3-10,2.0,fuzzy_base:100.0
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline,0-2,799.0,exact_full
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Calcium,0-2,110.5,exact_base
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Hyclate,0-2,73.0,fuzzy_base:100.0
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Hyclate;Cleanser and Moisturizer,0-2,0.0,fuzzy_base:100.0
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline,11-17,130096.0,exact_full
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Calcium,11-17,485.5,exact_base
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Hyclate,11-17,384421.5,fuzzy_base:100.0
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Hyclate;Cleanser and Moisturizer,11-17,115.5,fuzzy_base:100.0
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline,3-10,8059.5,exact_full
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Calcium,3-10,1116.0,exact_base
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Hyclate,3-10,5236.5,fuzzy_base:100.0
C0013090,IN,doxycycline,A01AB22,doxycycline,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB22,doxycycline,755,Doxycycline Hyclate;Cleanser and Moisturizer,3-10,0.0,fuzzy_base:100.0
C0020281,IN,hydrogen peroxide,A01AB02,hydrogen peroxide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB02,hydrogen peroxide,419,Hydrogen Peroxide,0-2,0.0,exact_full
C0020281,IN,hydrogen peroxide,A01AB02,hydrogen peroxide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB02,hydrogen peroxide,419,Hydrogen Peroxide,11-17,0.0,exact_full
C0020281,IN,hydrogen peroxide,A01AB02,hydrogen peroxide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB02,hydrogen peroxide,419,Hydrogen Peroxide,3-10,0.5,exact_full
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Bi Subcitrate K/Metronidazole/Tetracycline HCl,0-2,0.0,ingredient:metronidazole
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole,0-2,1089.8,exact_full
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole Benzoate,0-2,39.6,fuzzy_base:100.0
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,"Metronidazole Benzoate;Suspension, Multi Ingredien",0-2,19.0,fuzzy_base:100.0
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole;Cleanser,0-2,0.0,fuzzy_base:100.0
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Bi Subcitrate K/Metronidazole/Tetracycline HCl,11-17,26.0,ingredient:metronidazole
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole,11-17,22723.2,exact_full
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole Benzoate,11-17,5.4,fuzzy_base:100.0
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,"Metronidazole Benzoate;Suspension, Multi Ingredien",11-17,3.4,fuzzy_base:100.0
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole;Cleanser,11-17,1.6,fuzzy_base:100.0
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Bi Subcitrate K/Metronidazole/Tetracycline HCl,3-10,1.0,ingredient:metronidazole
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole,3-10,4025.8,exact_full
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole Benzoate,3-10,35.4,fuzzy_base:100.0
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,"Metronidazole Benzoate;Suspension, Multi Ingredien",3-10,25.4,fuzzy_base:100.0
C0025872,IN,metronidazole,A01AB17,metronidazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB17,metronidazole,1523,Metronidazole;Cleanser,3-10,0.0,fuzzy_base:100.0
C0025942,IN,miconazole,A01AB09,miconazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB09,miconazole,141,Miconazole,0-2,0.8333333333333334,exact_full
C0025942,IN,miconazole,A01AB09,miconazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB09,miconazole,141,Miconazole Nitrate,0-2,23.666666666666668,exact_base
C0025942,IN,miconazole,A01AB09,miconazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,A01AB09,miconazole,141,Miconazole Nitrate;Miconazole Nitrate,0-2,0.16666666666666666,fuzzy_base:100.0
